Код;Наименование;фасовка;Единица измерения;Цена в валюте прайса;Бренд;картинка;Цвет
17043;ЭКСПЕРТ Краска БТ-177 серебрянка;0,5;л;114,2739;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
17031;ЭКСПЕРТ Лак ХВ-784 бесцветный;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17727;ЭКСПЕРТ Лак ХВ-784 бук;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17728;ЭКСПЕРТ Лак ХВ-784 дуб;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17032;ЭКСПЕРТ Лак ХВ-784 красное дерево;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17036;ЭКСПЕРТ Лак ХВ-784 лиственница;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17729;ЭКСПЕРТ Лак ХВ-784 мокко;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17033;ЭКСПЕРТ Лак ХВ-784 орегон;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17035;ЭКСПЕРТ Лак ХВ-784 орех;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17034;ЭКСПЕРТ Лак ХВ-784 сосна;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
17038;ЭКСПЕРТ Морилка дуб;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
17039;ЭКСПЕРТ Морилка клен;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
17040;ЭКСПЕРТ Морилка красное дерево;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
17041;ЭКСПЕРТ Морилка лиственница;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
17042;ЭКСПЕРТ Морилка мокко;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
w17680;ЭКСПЕРТ Жидкое стекло;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000169__.jpg;
17680;;1,3;кг;71,5572;;;
19851;;3,8;кг;179,6886;;;
17455;;7;кг;313,7004;;;
17456;;14;кг;594,3951;;;
w18225;ЭКСПЕРТ Лак Битумный БТ-577;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001565__577_.jpeg;
18225;;0,5;л;45,0567;;;
18226;;3;л;198,4554;;;
18228;;10;л;674,5518;;;
w18608;ЭКСПЕРТ Мастика битумная холодного отверждения;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000165__.jpg;
18608;;1,8;кг;164,2797;;;
18609;;18;кг;1324,674;;;
w18610;ЭКСПЕРТ Мастика резино-битумная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000194__.jpg;
18610;;1,8;кг;184,5441;;;
18611;;18;кг;1495,1196;;;
w18229;ЭКСПЕРТ Олифа Оксоль марки ПВ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001547__.png;
18229;;0,5;кг;60,4773;;;
18230;;3;кг;304,0011;;;
19852;;5;кг;479,5245;;;
18232;;9;кг;928,0674;;;
18856;ЭКСПЕРТ Праймер битумный;16;кг;1461,8097;;http://www.dekart.ru/content/images/thumbs/0000347__.jpeg;
w20832;ЭКСПЕРТ Противоморозная добавка для бетонных и цементных растворов;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001518__.jpeg;
20832;;10;л;360,3249;ЭКСПЕРТ;;
20833;;20;л;712,4598;;;
w15460;ЭКСПЕРТ Лак мебельный НЦ-218М;;;;ЭКСПЕРТ;http://www.domstroy45.ru/images/products_photo/stroitelnye_materialy/lakokrasochnye_materialy/laki/lak_ekspertxncz_218m_17kg_mebelnyj/h01661_12.jpg;
15460;;1,7;кг;337,428;;;
22810;;0,7;кг;159,5997;;;
22811;;1,7;кг;357,9498;;;
w22812;ЭКСПЕРТ Лак мебельный НЦ-222М;;;;ЭКСПЕРТ;http://static.baza.farpost.ru/v/1444368203197_bulletin;
22812;;0,7;кг;143,2665;;;
22813;;1,7;кг;324,6282;;;
w15464;ЭКСПЕРТ Лак мебельный НЦ-243М матовый;;;;ЭКСПЕРТ;http://xn--80agatlhjjbulh.xn--90afqsbambik.xn--p1ai/upload/iblock/7fb/7fb5133267f43bcca39b31367584c270.jpg;
15464;;1,7;кг;347,8995;;;
22814;;0,7;кг;154,908;;;
w22596;ЭКСПЕРТ Эмаль НЦ-132М белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22596;;0,7;кг;141,4179;;;
22597;;1,7;кг;319,6206;;;
22598;;8;кг;1441,44;;;
w15476;ЭКСПЕРТ Эмаль НЦ-132М голубая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
15476;;0,7;кг;142,7166;;;
15489;;1,7;кг;302,9013;;;
15688;;8;кг;1442,727;;;
w22604;ЭКСПЕРТ Эмаль НЦ-132М желтая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22604;;0,7;кг;146,4489;;;
22605;;1,7;кг;328,2201;;;
22606;;8;кг;1480,2021;;;
w22607;ЭКСПЕРТ Эмаль НЦ-132М защитная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22607;;0,7;кг;146,2851;;;
22608;;1,7;кг;328,2201;;;
22609;;8;кг;1480,2021;;;
w22610;ЭКСПЕРТ Эмаль НЦ-132М зеленая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22610;;0,7;кг;146,2851;;;
22611;;1,7;кг;328,2201;;;
22612;;8;кг;1480,2021;;;
w22613;ЭКСПЕРТ Эмаль НЦ-132М золотисто-желтая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22613;;0,7;кг;146,2851;;;
22614;;1,7;кг;328,2201;;;
22615;;8;кг;1480,2021;;;
w22731;ЭКСПЕРТ Эмаль НЦ-132М коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22731;;0,7;кг;142,7166;;;
22732;;1,7;кг;318,2283;;;
22733;;8;кг;1442,727;;;
w22734;ЭКСПЕРТ Эмаль НЦ-132М красная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22734;;0,7;кг;146,4489;;;
22735;;1,7;кг;328,2201;;;
22736;;8;кг;1480,2021;;;
w22737;ЭКСПЕРТ Эмаль НЦ-132М оранжевая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22737;;0,7;кг;146,2851;;;
22738;;1,7;кг;328,2201;;;
22739;;8;кг;1480,2021;;;
w22740;ЭКСПЕРТ Эмаль НЦ-132М серая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22740;;0,7;кг;142,7166;;;
22741;;1,7;кг;318,2283;;;
22742;;8;кг;1442,727;;;
w22743;ЭКСПЕРТ Эмаль НЦ-132М синяя;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22743;;0,7;кг;146,4489;;;
22744;;1,7;кг;328,2201;;;
22745;;8;кг;1480,2021;;;
w22746;ЭКСПЕРТ Эмаль НЦ-132М черная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22746;;0,7;кг;137,3814;;;
22747;;1,7;кг;306,3294;;;
22748;;8;кг;1388,8017;;;
w22749;ЭКСПЕРТ Эмаль НЦ-132М ярко-зеленая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
22749;;0,7;кг;146,4489;;;
22750;;1,7;кг;328,2201;;;
22751;;8;кг;1480,2021;;;
w23238;ЭКСПЕРТ Ацетон;;;;ЭКСПЕРТ;http://domsklad.ru/linkpics/image17%C2%A0355.JPEG;
23238;;0,44;л;71,4051;;;
23239;;0,9;л;119,5623;;;
23240;;5;л;633,2742;;;
23241;;10;л;1225,7739;;;
w23242;ЭКСПЕРТ Керосин;;;;ЭКСПЕРТ;http://static.baza.farpost.ru/v/1444368211163_bulletin;
23242;;0,44;л;56,4525;;;
23243;;0,86;л;91,1196;;;
w23244;ЭКСПЕРТ Обезжириватель универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001345__.png;
23244;;0,44;л;73,2537;;;
23245;;0,86;л;127,0035;;;
w23246;ЭКСПЕРТ Растворитель 646;;;;ЭКСПЕРТ;;
23246;;0,44;л;52,1235;;;
23247;;0,86;л;87,984;;;
23248;;5;л;449,5491;;;
23249;;10;л;850,8708;;;
w23250;ЭКСПЕРТ Растворитель 647;;;;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_rastvoritel_647.jpeg;
23250;;0,44;л;53,5743;;;
23251;;0,86;л;92,0556;;;
23252;ЭКСПЕРТ Растворитель 650;0,44;л;65,5317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000335__650.jpeg;
23253;ЭКСПЕРТ Растворитель 651;0,44;л;55,2708;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000336__651.jpeg;
23254;ЭКСПЕРТ Скипидар;0,44;л;76,7637;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_skipidar_rastvoritel.jpeg;
23255;ЭКСПЕРТ Сольвент;0,44;л;67,6026;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_solvent_rastvoritel.jpeg;
23256;ЭКСПЕРТ Ферризол преобраз-ль ржав.;0,44;л;85,7844;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/Ekspert-Ferrizol-11.jpg;
w17715;ЭКСПЕРТ Шпатлевка масляно-клеевая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000855__.png;
17715;;1,5;кг;55,9611;;;
17716;;5;кг;153,3636;;;
w17718;ЭКСПЕРТ Шпатлевка на ПВА;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000856__.png;
17718;;1,5;кг;59,0382;;;
17719;;5;кг;172,4346;;;
w15387;ЭКСПЕРТ Грунтовка ГФ-021М кр-коричневый;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000354__021_.jpeg;
15387;;0,8;кг;91,7865;;;
15501;;1,8;кг;181,5957;;;
15623;;2,7;кг;251,8425;;;
15502;;20;кг;1838,1168;;;
w15503;ЭКСПЕРТ Грунтовка ГФ-021М серый;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000354__021_.jpeg;
15503;;0,8;кг;93,0033;;;
15504;;1,8;кг;187,8435;;;
15625;;2,7;кг;270,153;;;
15505;;20;кг;1966,3956;;;
w15512;ЭКСПЕРТ Эмаль ПФ-115М глянц бежевая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15512;;0,8;кг;126,7227;;;
15513;;1,8;кг;274,4703;;;
15569;;2,7;кг;381,5838;;;
15514;;20;кг;2624,1813;;;
w15515;ЭКСПЕРТ Эмаль ПФ-115М глянц бирюзовая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15515;;0,8;кг;124,1253;;;
15516;;1,8;кг;272,4462;;;
15570;;2,7;кг;388,8846;;;
15517;;20;кг;2701,5066;;;
w15518;ЭКСПЕРТ Эмаль ПФ-115М глянц вишневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15518;;0,8;кг;133,7661;;;
15519;;1,8;кг;281,0223;;;
15571;;2,7;кг;408,2715;;;
15520;;20;кг;2788,578;;;
w15521;ЭКСПЕРТ Эмаль ПФ-115М глянц голубая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15521;;0,8;кг;119,7846;;;
15522;;1,8;кг;254,6505;;;
15573;;2,7;кг;348,7302;;;
15523;;20;кг;2451,4308;;;
w15524;ЭКСПЕРТ Эмаль ПФ-115М глянц желтая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15524;;0,8;кг;150,6258;;;
15525;;1,8;кг;316,8009;;;
15575;;2,7;кг;443,6874;;;
15526;;20;кг;2885,4423;;;
w15527;ЭКСПЕРТ Эмаль ПФ-115М глянц зеленая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15527;;0,8;кг;124,0083;;;
15528;;1,8;кг;265,6251;;;
15576;;2,7;кг;384,9651;;;
15529;;20;кг;2540,8305;;;
w15530;ЭКСПЕРТ Эмаль ПФ-115М глянц коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15530;;0,8;кг;119,0475;;;
15531;;1,8;кг;256,0077;;;
15577;;2,7;кг;366,1632;;;
15532;;20;кг;2563,0488;;;
w15533;ЭКСПЕРТ Эмаль ПФ-115М глянц красная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15533;;0,8;кг;151,7958;;;
15534;;1,8;кг;308,7513;;;
15578;;2,7;кг;442,4706;;;
15535;;20;кг;3047,5809;;;
w15536;ЭКСПЕРТ Эмаль ПФ-115М глянц салатовая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15536;;0,8;кг;132,7482;;;
15537;;1,8;кг;280,566;;;
15579;;2,7;кг;390,7566;;;
15538;;20;кг;2667,9627;;;
w15539;ЭКСПЕРТ Эмаль ПФ-115М глянц св.-зеленая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15539;;0,8;кг;125,4123;;;
15540;;1,8;кг;257,2947;;;
15581;;2,7;кг;362,8872;;;
15541;;20;кг;2485,2906;;;
w15542;ЭКСПЕРТ Эмаль ПФ-115М глянц св.-серая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15542;;0,8;кг;126,1962;;;
15543;;1,8;кг;260,3718;;;
15583;;2,7;кг;373,7799;;;
15544;;20;кг;2496,0312;;;
w15545;ЭКСПЕРТ Эмаль ПФ-115М глянц серая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15545;;0,8;кг;117,6669;;;
15546;;1,8;кг;253,9953;;;
15582;;2,7;кг;359,1432;;;
15547;;20;кг;2464,1019;;;
w15548;ЭКСПЕРТ Эмаль ПФ-115М глянц синяя;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15548;;0,8;кг;129,6711;;;
15549;;1,8;кг;273,663;;;
15580;;2,7;кг;393,1083;;;
15550;;20;кг;2679,8031;;;
w15551;ЭКСПЕРТ Эмаль ПФ-115М глянц черная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15551;;0,8;кг;118,1115;;;
15552;;1,8;кг;244,3077;;;
15574;;2,7;кг;348,1452;;;
15553;;20;кг;2334,2202;;;
w15554;ЭКСПЕРТ Эмаль ПФ-266М желто-коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000213__266_.jpg;
15554;;0,9;кг;121,1418;;;
15556;;1,9;кг;238,2939;;;
15572;;2,7;кг;324,4059;;;
15557;;20;кг;2235,0627;;;
w15558;ЭКСПЕРТ Эмаль ПФ-266М золотисто-коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000213__266_.jpg;
15558;;0,9;кг;125,7048;;;
15559;;1,9;кг;247,2327;;;
15584;;2,7;кг;336,5973;;;
15560;;20;кг;2319,057;;;
w15561;ЭКСПЕРТ Эмаль ПФ-266М красно-коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000213__266_.jpg;
15561;;0,9;кг;117,9594;;;
15562;;1,9;кг;241,0083;;;
15585;;2,7;кг;328,1148;;;
15563;;20;кг;2175,3693;;;
w22505;ЭКСПЕРТ Краска для садовых деревьев;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001368__.jpeg;
22505;;1,2;кг;49,3155;;;
20159;;2,7;кг;101,5209;;;
w18870;ЭКСПЕРТ Краска для стен и потолков;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001762__.jpeg;
18870;;1,3;кг;63,3906;;;
15761;;3;кг;122,6745;;;
9010;;7;кг;266,3037;;;
9011;;14;кг;500,9355;;;
11867;;28;кг;964,5129;;;
w15762;ЭКСПЕРТ Краска фасадная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000205__.jpg;
15762;;3;кг;167,9418;;;
9033;;7;кг;365,2623;;;
9034;;14;кг;694,3365;;;
11862;;28;кг;1356,9309;;;
w18088;ЭКСПЕРТ Краска влагостойкая с/б внутр.;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000166__.jpg;
18088;;1,3;кг;103,5801;;;
15765;;3;кг;179,9811;;;
9734;;7;кг;391,1895;;;
9735;;14;кг;748,3788;;;
11868;;28;кг;1462,2426;;;
w16008;ЭКСПЕРТ Краска интерьерная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000170__.jpg;
16008;;1,3;кг;74,6226;;;
16009;;3;кг;144,8811;;;
16010;;7;кг;311,4423;;;
16011;;14;кг;591,4935;;;
16012;;28;кг;1152,684;;;
w18089;ЭКСПЕРТ Краска моющаяся с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000188__.jpg;
18089;;1,3;кг;112,4253;;;
17368;;3;кг;202,4568;;;
17369;;7;кг;457,6455;;;
17370;;14;кг;875,2887;;;
17371;;28;кг;1662,0201;;;
w18868;ЭКСПЕРТ Краска потолочная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001762__.jpeg;
18868;;1,3;кг;75,699;;;
15766;;3;кг;146,5425;;;
9740;;7;кг;314,8704;;;
9741;;14;кг;595,4013;;;
11871;;28;кг;1148,4837;;;
w16021;ЭКСПЕРТ Краска структурная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000198__.jpg;
16021;;7;кг;417,5145;;;
16022;;14;кг;805,2993;;;
16023;;28;кг;1530,0909;;;
w15789;ЭКСПЕРТ Краска фасадная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000205__.jpg;
15789;;1,3;кг;112,3434;;;
15768;;3;кг;217,6785;;;
9775;;7;кг;496,4076;;;
9774;;14;кг;949,806;;;
11873;;28;кг;1859,8554;;;
w23050;ЭКСПЕРТ Бетон-контакт;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001966__.jpeg;
23050;;3,5;кг;269,3574;;;
23052;;14;кг;1061,2719;;;
w23567;ЭКСПЕРТ Грунтовка гл. пр. ВДАК-0181М;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002113__.jpeg;
23567;;0,9;кг;47,6541;;;
23568;;3;кг;134,3043;;;
23569;;5;кг;193,7988;;;
23570;;10;кг;350,8947;;;
w23575;ЭКСПЕРТ Грунтовка фасадная ВДАК-0181М;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002114__.jpeg;
23575;;5;кг;246,6594;;;
23576;;10;кг;477,8748;;;
w20439;ЭКСПЕРТ Клей ПВА  строительный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000175__.jpg;
20439;;0,9;кг;60,7815;;;
20160;;2,1;кг;123,9498;;;
10911;;10;кг;568,5264;;;
w20438;ЭКСПЕРТ Клей ПВА столярный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000174__.jpg;
20438;;0,9;кг;112,9752;;;
20161;;2,1;кг;251,7606;;;
w20440;ЭКСПЕРТ Клей ПВА универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000176__.jpg;
20440;;0,9;кг;79,8759;;;
20162;;2,1;кг;162,8523;;;
10914;;10;кг;736,632;;;
w18018;ЭКСПЕРТ Лак ПФ-231М паркетный глянц.;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000186__231_m_.jpg;
18018;;0,8;кг;165,3093;;;
18019;;1,8;кг;356,6979;;;
21047;ЭКСПЕРТ Штукатурка рустовая 2мм;18;кг;1166,0337;;http://www.dekart.ru/content/images/thumbs/0000195__.jpg;
21048;ЭКСПЕРТ Штукатурка фактурная 0,3 мм;18;кг;1089,7848;;http://www.dekart.ru/content/images/thumbs/0000201__.jpg;
w22109;ЭКСПЕРТ Уайт-спирит;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002127__585_.jpeg;
22109;;0,5;гр;49,1283;;;
22110;;1;гр;83,655;;;
22111;;5;кг;408,8682;;;
22112;;10;кг;742,2012;;;
10851;ЭКСПЕРТ Шпакрил морозостойкий -30С°;1,6;кг;76,0032;;http://www.dekart.ru/public/image/articles/Jekspert-Shpakril.jpg;
w17471;ЭКСПЕРТ Эмаль акриловая глянц белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000160__.jpg;
17471;;1;кг;229,1913;;;
17474;;2,5;кг;544,2957;;;
w17473;ЭКСПЕРТ Эмаль акриловая д/радиаторов п/матовая белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000161__80.jpg;
17473;;1;кг;208,728;;;
17472;;2,5;кг;504,1179;;;
w19641;ЭКСПЕРТ Эмаль ПФ-115М   мат белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
19641;;0,9;кг;139,5225;;;
19642;;1,9;кг;283,8888;;;
19643;;2,7;кг;399,2274;;;
19644;;20;кг;2537,0748;;;
w15509;ЭКСПЕРТ Эмаль ПФ-115М  глянц белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
15509;;0,9;кг;143,4654;;;
15510;;1,9;кг;286,3458;;;
15567;;2,7;кг;393,9507;;;
15511;;20;кг;2738,5371;;;
w20248;ЭКСПЕРТ Эмаль алкидная для радиаторов белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001467__80.jpeg;
20248;;0,5;кг;127,3662;;;
17279;;0,9;кг;176,5764;;;
w22925;ЭКСПЕРТ Эмаль по ржав. 3в1 бежевый RAL 1014;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22925;;0,8;кг;262,5597;;;
22926;;2;кг;610,0029;;;
w22907;ЭКСПЕРТ Эмаль по ржав. 3в1 белый RAL 9003;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22907;;0,8;кг;262,5597;;;
22908;;2;кг;610,0029;;;
w22929;ЭКСПЕРТ Эмаль по ржав. 3в1 белый RAL 9003;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22929;;0,8;кг;262,5597;;;
22930;;2;кг;610,0029;;;
w22911;ЭКСПЕРТ Эмаль по ржав. 3в1 зеленая RAL 6002;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22911;;0,8;кг;262,5597;;;
22912;;2;кг;610,0029;;;
w22919;ЭКСПЕРТ Эмаль по ржав. 3в1 коричневый RAL 8017;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22919;;0,8;кг;262,5597;;;
22920;;2;кг;610,0029;;;
w22917;ЭКСПЕРТ Эмаль по ржав. 3в1 красно-коричневая  RAL 3009;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22917;;0,8;кг;262,5597;;;
22918;;2;кг;610,0029;;;
w22923;ЭКСПЕРТ Эмаль по ржав. 3в1 светло-желтый RAL 1018;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22923;;0,8;кг;262,5597;;;
22924;;2;кг;610,0029;;;
w22933;ЭКСПЕРТ Эмаль по ржав. 3в1 светло-серый RAL 7004;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22933;;0,8;кг;262,5597;;;
22934;;2;кг;610,0029;;;
w22909;ЭКСПЕРТ Эмаль по ржав. 3в1 сера RAL 7005;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22909;;0,8;кг;262,5597;;;
22910;;2;кг;610,0029;;;
w22915;ЭКСПЕРТ Эмаль по ржав. 3в1 синий RAL 5005;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22915;;0,8;кг;262,5597;;;
22916;;2;кг;610,0029;;;
w22931;ЭКСПЕРТ Эмаль по ржав. 3в1 темно-зеленый RAL 6005;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22931;;0,8;кг;262,5597;;;
22932;;2;кг;610,0029;;;
w22921;ЭКСПЕРТ Эмаль по ржав. 3в1 темно-красный RAL 3003;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22921;;0,8;кг;262,5597;;;
22922;;2;кг;610,0029;;;
w22927;ЭКСПЕРТ Эмаль по ржав. 3в1 темно-синий RAL 5001;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22927;;0,8;кг;262,5597;;;
22928;;2;кг;610,0029;;;
w22913;ЭКСПЕРТ Эмаль по ржав. 3в1 черный RAL 9005;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
22913;;0,8;кг;262,5597;;;
22914;;2;кг;610,0029;;;
19837;JOBI BUNTSTEINPUTZ GOLD Штукатурка гранитная №101 Белое золото 0,4мм;20;кг;11106,5877;JOBI;http://www.dekart.ru/content/images/thumbs/0001423_jobi_buntsteinputz_gold_.jpeg;
20982;JOBI BUNTSTEINPUTZ GOLD Штукатурка гранитная №101 Белое золото 0,4мм;7;кг;3929,8311;JOBI;http://www.dekart.ru/content/images/thumbs/0001423_jobi_buntsteinputz_gold_.jpeg;
19833;JOBI BUNTSTEINPUTZ GOLD Штукатурка гранитная №102 Кварц и серебро 0,4мм;20;кг;38556,063;JOBI;http://www.dekart.ru/content/images/thumbs/0001423_jobi_buntsteinputz_gold_.jpeg;
20985;JOBI BUNTSTEINPUTZ GOLD Штукатурка гранитная №102 Кварц и серебро 0,4мм;7;кг;13546,4238;JOBI;http://www.dekart.ru/content/images/thumbs/0001423_jobi_buntsteinputz_gold_.jpeg;
19832;JOBI BUNTSTEINPUTZ GOLD Штукатурка гранитная №103 Серебро и топаз 0,4мм;20;кг;103325,2974;JOBI;http://www.dekart.ru/content/images/thumbs/0001423_jobi_buntsteinputz_gold_.jpeg;
